Salomon , Daavidin pojan , Israelin kuninkaan , sananlaskut , ||| שלמה בן דוד מלך ישראל משלי
Eikö Gileadissa ole palsamia , eikö siellä ole parantajaa ? Vai miksi eivät tyttären , minun kansani , haavat kasva umpeen ? ||| האם אין מזור בגלעד , אין מרפא ? או מדוע לא נרפאים פצעי הבת , עמי ? 
Ne ovat kuin linnunpelätin kurkkumaalla , eivät ne voi puhua ; kantamalla täytyy niitä kantaa , sillä eivät ne voi astua . Älkää peljätkö niitä , sillä eivät ne voi pahaa tehdä ; mutta eivät ne myöskään voi tehdä hyvää . ||| הם כמו דחלילים בארץ מלפפונים , הם לא יכולים לדבר ; אתה צריך לשאת אותם , כי הם לא יכולים לדרוך . אל תפחד מהם , כי הם לא יכולים להזיק ; אבל הם גם לא יכולים לעשות טוב . 
Ei ole ketään sinun vertaistasi , Herra ; sinä olet suuri , ja suuri ja voimallinen on sinun nimesi . ||| אין כמוך , אדוני ; אתה גדול , וגדול ואדיר הוא שמך . 
He ovat kaikki tyynni järjettömiä , tyhmiä . Turhain jumalien opettamista ! Ne ovat puuta , ||| כולם שקטים חסרי הגיון , טיפשים . ללמד את האלים לשווא ! הם מעץ , 
Näiden kaltainen ei ole hän , joka on Jaakobin osa , sillä hän on kaiken Luoja , ja Israel on hänen perintösukunsa : Herra Sebaot on hänen nimensä . ||| מי שהוא חלקו של יעקב אינו כזה , כי הוא בורא הכל , וישראל נחלתו : ה' צבאות שמו . 
Voi minua minun vammani tähden ! Kipeä on minun haavani ; mutta minä sanon : Tämä on minun vaivani , minun on se kannettava . ||| אוי לי בגלל הפציעה שלי ! הפצע שלי כואב ; אבל אני אומר : זו הצרה שלי , אני חייב לשאת אותה . 
Minun telttani on hävitetty , ja kaikki minun telttaköyteni ovat katkotut ; minun lapseni ovat lähteneet luotani , eikä niitä enää ole . Ei ole enää , kuka telttani pystyttäisi ja nostaisi seinieni kankaan . ||| חרב אוהל , וכל חבלי אוהלי נשברו ; הילדים שלי עזבו אותי ואינם עוד . כבר אין מי שיקים לי את האוהל ויגביר את בד הקירות שלי . 
Minä tiedän , Herra , ettei ihmisen tie ole hänen vallassansa , eikä miehen vallassa , kuinka hän vaeltaa ja askeleensa ohjaa . ||| אני יודע , אדוני , שדרכו של אדם אינה בכוחו , ולא בכוחו של אדם כיצד הוא הולך ומכוון את צעדיו . 
" Kuulkaa tämän liiton sanat ja puhukaa ne Juudan miehille ja Jerusalemin asukkaille ; |||  " שמע את דברי הברית הזאת ודברו אותם אל אנשי יהודה ויושבי ירושלים ; 
Sillä minä varoittamalla varoitin teidän isiänne silloin , kun minä johdatin heidät pois Egyptin maasta , ja olen varoittanut varhaisesta alkaen tähän päivään saakka sanoen : ' Kuulkaa minun ääntäni ' . ||| כי הזהרתי את אבותיכם בהוצאתי אותם מארץ מצרים והזהרתי מראשית עד היום הזה לאמר שמע בקולי . 
He ovat kääntyneet takaisin ensimmäisten esi-isiensä pahoihin tekoihin , niiden , jotka eivät tahtoneet kuulla minun sanojani , ja he ovat seuranneet muita jumalia ja palvelleet niitä . Israelin heimo ja Juudan heimo ovat rikkoneet minun liittoni , jonka minä tein heidän isiensä kanssa . ||| הם חזרו למעשיהם הרעים של אבותיהם הראשונים , אלה שלא היו שומעים את דברי , והם הלכו בעקבות אלוהים אחרים ועבדו אותם . שבט ישראל ושבט יהודה הפרו את בריתי אשר כרתי עם אבותיהם . 
Mitä tekee minun rakkaani minun temppelissäni ? Juoniako punoo ? Ottavatko mahtimiehet , ottaako uhriliha sinusta pois pahuutesi - silloin sinä riemuitsisit ! ||| מה האהבה שלי עושה בבית המקדש שלי ? יש עלילה ? האם החזק ייקח , האם בשר ההקרבה ייקח ממך את רועך - אז תשמח ! 
Mutta Herra Sebaot on vanhurskas tuomari , joka tutkii munaskuut ja sydämen . Salli minun nähdä sinun kostavan heille , sillä sinun haltuusi minä olen uskonut asiani . ||| אבל ה' צבאות הוא שופט צדיק הבוחן את השחלות ואת הלב . תן לי לראות אותך נוקם בהם , כי בך התחייבתי . 
Sinä , Herra , olet vanhurskas ; voisinko minä riidellä sinua vastaan ? Kuitenkin minä kysyn sinulta , mikä oikeus on . Miksi jumalattomain tie menestyy ? Miksi kaikki uskottomat saavat elää rauhassa ? ||| אתה , אדוני , צדיק ; אני יכול להתווכח איתך עם זאת , אני שואל אותך מהי הזכות . מדוע הדרך הרעה ביותר משגשגת ? מדוע מותר לכל הכופרים לחיות בשלום ? 
Mutta sinä , Herra , tunnet minut ; sinä näet minut ja tutkit minun sydämeni , millainen se on sinun edessäsi . Tempaa heidät pois niinkuin lampaat teuraiksi ja vihi heidät tapon päivää varten . ||| אבל אתה , אדוני , מכיר אותי ; אתה רואה אותי ובוחן את לבי , איך זה לפניך . הוליך אותם כצאן לטבח וקדש אותם ליום השחיטה . 
He ovat kylväneet nisuja ja niittäneet ohdakkeita ; ovat nähneet vaivaa näännyksiin asti , saamatta hyötyä . Niinpä saakaa häpeä sadostanne Herran vihan hehkun tähden . " ||| הם זרעו חיטה וקצרו גדילים ; ראו צרות עד כדי רעב , מבלי לקבל שום תועלת . אז יתבייש הקציר שלך בגלל חרון ה' . " 
Ja jos he oppivat minun kansani tiet , niin että vannovat minun nimeeni : ' Niin totta kuin Herra elää ' , niinkuin he opettivat minun kansaani vannomaan Baalin kautta , niin heidät rakennetaan minun kansani keskeen . ||| ואם ילמדו את דרכי עמי , כדי שישבעו בשמי : 'חי ה' , כמו שלימדו את עמי להישבע בבעל , אז יבנו בתוך עמי . 
Sillä niinkuin vyö liittyy miehen kupeisiin , niin minä liitin koko Israelin heimon ja koko Juudan heimon itseeni , sanoo Herra , että se olisi minun kansani , minulle kunniaksi , ylistykseksi ja kirkkaudeksi ; mutta he eivät totelleet . ||| כי כשם שחגורה מצטרפת אל חלציו של אדם , כך אצטרף אליי את כל שבט ישראל ואת כל שבט יהודה , נאום ה' , למען יהיו לי לעם , לכבודי , לשבחי ולתפארתי ; אבל הם לא צייתו . 
Antakaa Herralle , teidän Jumalallenne , kunnia , ennenkuin tulee pimeä ja jalkanne loukkaantuvat vuoriin hämärissä . Silloin te odotatte valoa , mutta hän muuttaa sen pilkkopimeäksi , tekee sen synkeydeksi . ||| תן כבוד לה' אלוהיך לפני שיחשיך ורגליך יכאבו בהרים בחושך . ואז אתה מחכה לאור , אבל הוא הופך אותו לחושך גמור , הופך אותו לחושך . 
Etelämaan kaupungit ovat suljetut , eikä ole avaajaa ; koko Juuda on viety pakkosiirtolaisuuteen , pakkosiirtolaisuuteen kaikki kansa . ||| ערי הדרום סגורות , ואין פותחן ; כל יהודה נלקחה לגלות , כל העם לגלות . 
Voiko etiopialainen muuttaa ihonsa ja pantteri pilkkunsa ? Yhtä vähän te voitte tehdä hyvää , te pahantekoon tottuneet . ||| האם אתיופי יכול לשנות את עורו ולפנתר את כתמיו ? באותה מידה שאתה יכול לעשות טוב , אתה רגיל לרע . 
Tämä on sinun arpasi , sinun mitattu osasi minulta , sanoo Herra , koska olet unhottanut minut ja luottanut valheeseen . ||| זה חלקך , חלקך המדוד ממני , נאום ה' , כי שכחת אותי ובטחת בשקר . 
Peltomaan tähden , joka pakahtuu , kun ei ole satanut maassa , ovat peltomiehet pettyneinä ja peittävät päänsä . ||| בגלל האדמה הניתנת לעיבוד , שקופאת כשלא ירד גשם על הקרקע , החקלאים מאוכזבים ומכסים את ראשם . 
Minkätähden sinä olet kuin tyrmistynyt mies , kuin sankari , joka ei voi auttaa ? Ja kuitenkin sinä olet meidän keskellämme , Herra , ja me olemme otetut sinun nimiisi ; älä meitä jätä . ||| למה אתה כמו אדם מבוהל , כמו גיבור שלא יכול לעזור ? ובכל זאת אתה בתוכנו , אדוני , ונלקחנו בשמך ; אל תעזוב אותנו
Mutta Herra sanoi minulle : " Valhetta ennustavat profeetat minun nimessäni ; minä en ole lähettänyt heitä , en käskenyt heitä enkä puhunut heille . Valhenäkyjä , turhia ennustuksia ja oman sydämensä petosta he ennustavat teille . ||| אבל ה' אמר לי : " הנביאים מנבאים שקר בשמי , לא שלחתי אותם , לא ציוויתי אותם ולא דיברתי אליהם . הם מנבאים לך חזיונות שקר , נבואות הבל ורמאות משלהם . לבבות . 
Sentähden , näin sanoo Herra profeetoista , jotka ennustavat minun nimessäni , vaikka minä en ole heitä lähettänyt , ja jotka sanovat , että miekka ja nälkä ei tule tähän maahan : miekkaan ja nälkään hukkuvat nämä profeetat . ||| לפיכך , כך אומר ה' על הנביאים המתנבאים בשמי , אף על פי שלא שלחתי אותם , ואומרים כי לא יבואו חרב ורעב אל הארץ הזאת : נביאים אלו יאבדו בחרב וברעב . 
Ja kansa , jolle he ennustavat , suistuu Jerusalemin kaduilla nälkään ja miekkaan , eikä kukaan heitä hautaa - ei heitä , ei heidän vaimojansa , poikiansa eikä tyttäriänsä . Minä vuodatan heidän pahuutensa heidän päällensä . " ||| והעם שאליו הם מתנבאים ירד מהפסים ברחובות ירושלים לרעב ולחרב , ואיש לא יקבור אותם - לא אותם , לא נשותיהם , בניהם ולא בנותיהם . אשפוך עליהם את עוונם . " 
Älä hylkää , nimesi tähden ! Älä anna kunniasi valtaistuinta häväistäväksi ; muista , älä riko , liittoasi meidän kanssamme . ||| אל תדחה , למען שמך ! אל תחולל כסא כבודך ; זכור , אל תפר את בריתך איתנו . 
Ja minä asetan heille neljänkaltaiset käskijät , sanoo Herra : miekan surmaamaan , koirat raahaamaan , taivaan linnut ja maan eläimet syömään ja hävittämään . ||| ואמנה להם ארבעה מיני מפקדים , נאום ה' : החרב להרוג , הכלבים לגרור , ציפורי השמים וחיות הארץ לאכול ולהשמיד . 
Minä panen heidät kauhistukseksi kaikille valtakunnille maan päällä Manassen , Hiskian pojan , Juudan kuninkaan , tähden , kaiken tähden , mitä hän teki Jerusalemissa . ||| אעשה אותם תועבה לכל ממלכות הארץ מפני מנשה בן חזקיהו מלך יהודה על כל אשר עשה בירושלים . 
Sinä olet hyljännyt minut , sanoo Herra , olet kääntynyt pois ; niinpä minä olen ojentanut käteni sinua vastaan , ja minä hävitän sinut . En jaksa enää armahtaa . ||| עזבתני , נאום ה' , חזרת ; וְהִשְׁתַּחְתִּי אֶת יָדִי עָלֶיךָ וְהַשְׁחִיתִי . אני לא יכול לרחם יותר . 
Minä viskaan viskimellä heidät maan porteilla ; minä teen lapsettomaksi , minä hukutan kansani , kun he eivät ole teiltänsä kääntyneet . ||| ארעיד אותם בשערי הארץ ; אעשה ערל , אטביע את עמי כאשר לא חזרו מדרכיהם . 
Heidän leskiänsä on oleva enemmän kuin meren hiekkaa ; minä tuon heidän nuorukaistensa äitien kimppuun hävittäjän keskellä päivää , langetan äkkiä heidän päällensä tuskan ja kauhun . ||| אלמנותם יהיו יותר מחול הים ; אביא משחית נגד אמהות נעוריהן באמצע היום , פתאום אביא עליהן כאב ואימה . 
Murtuuko rauta , pohjoisesta tuotu rauta , ja vaski ? - ||| האם ישברו ברזל , ברזל שהובא מצפון ונחושת ? - 
Herra , sinä sen tiedät . Muista minua ja pidä minusta huoli ja kosta puolestani minun vainoojilleni ; älä tempaa minua pois , sinä , joka olet pitkämielinen . Huomaa , kuinka minä kannan häväistystä sinun tähtesi . ||| אדוני , אתה יודע את זה . זכור אותי ותשמור עלי ונקם לי ברודפי ; אל תוביל אותי משם , אתה אורך הרוח . שימו לב איך אני נושא בוז למענכם . 
En ole minä istunut iloitsemassa ilonpitäjäin seurassa . Sinun kätesi tähden minä olen istunut yksinäni , sillä sinä olet täyttänyt minut vihallasi . ||| לא ישבתי ושמחתי בחברת שמחים . בגלל ידך ישבתי לבד , כי מלאת אותי בכעסך . 
Kun sinä ilmoitat tälle kansalle kaikki nämä sanat ja he sanovat sinulle : ' Minkätähden Herra uhkaa meitä kaikella tällä suurella onnettomuudella , ja mikä on rikoksemme , mikä syntimme , jonka olemme tehneet Herraa , meidän Jumalaamme , vastaan ? ' ||| כשאתה אומר לעם הזה את כל הדברים האלה והם אומרים לך : 'מדוע ה' מאיים עלינו בכל האסון הגדול הזה , ומה פשעו , מה חטאנו שעשינו נגד ה' אלוקינו ? '
Katso , minä käsken tulemaan monta kalastajaa , sanoo Herra , ja ne heitä kalastavat , ja sen jälkeen minä käsken tulemaan monta metsästäjää , ja ne heitä metsästävät kaikilta vuorilta ja kaikilta kukkuloilta ja kallioiden rotkoista . ||| הנה אנכי צוה דייגים רבים לבוא , נאום ה' , והם ידגו עבורם , ואחר כך אצווה ציידים רבים לבוא , ויצדו אותם מכל ההרים ומכל הגבעות ומן הנקיקים . של הסלעים . 
Voiko ihminen tehdä itsellensä jumalia ? Eivät ne jumalia ole ! " ||| האם האדם יכול ליצור אלים לעצמו ? הם לא אלים ! " 
Petollinen on sydän ylitse kaiken ja pahanilkinen ; kuka taitaa sen tuntea ? ||| בוגדני הלב מעל הכל וזדון ; מי יודע את זה
Paranna minut , Herra , niin minä parannun , auta minua , niin olen autettu . Sillä sinä olet minun ylistykseni . ||| רפא אותי , אדוני , ואני ארפא , עזור לי , ואני אעזור . כי אתה השבח שלי . 
Joutukoot häpeään ne , jotka minua vainoavat , mutta älä anna minun häpeään tulla ; peljästykööt he , mutta älä anna minun peljästyä . Tuota heille onnettomuuden päivä ja tuhoa heidät kaksinkertaisella tuholla . ||| יתבישו הרודפים אותי , אבל אל תבייש אותי ; תן להם לפחד , אבל אל תיתן לי לפחד . הביאו עליהם יום פורענות והשמדו אותם בחורבן כפול . 
" Enkö minä voi tehdä teille , te Israelin heimo , niinkuin tekee tuo savenvalaja , sanoo Herra . Katso , niinkuin savi on savenvalajan kädessä , niin te olette minun kädessäni , te Israelin heimo . |||  " האם לא אוכל לעשות לך , שבט ישראל , כפי שעושה הקדר ההוא , נאום ה' . הבט , כשם שהחמר ביד הקדר , כך אתה ביד , שבט ישראל . 
Sano siis nyt Juudan miehille ja Jerusalemin asukkaille : Näin sanoo Herra : Katso , minä hankin teille onnettomuutta ja pidän neuvoa teitä vastaan . Kääntykää siis kukin pahalta tieltänne ja parantakaa vaelluksenne ja tekonne . ||| אז אמרו עתה לאנשי יהודה ויושבי ירושלים : כה אמר ה' : הנה אני מביא עליכם אסון ויעצתי עליכם . אז הפוך כל אחד מכם מדרכיו הרעות ושפר את דרכיו ומעשיו . 
Mutta he vastaavat : ' Se on turhaa ! Sillä me vaellamme omien neuvojemme mukaan , ja me teemme kukin oman pahan sydämensä paatumuksen mukaan . ' " ||| אבל הם עונים : 'זה חסר תועלת ! כי אנו הולכים לפי עצתנו , ואנחנו עושים את הרע של כל אחד כקשי לבו . ' " 
Onko hyvä pahalla kostettava , sillä he ovat kaivaneet minulle kuopan ? Muista , kuinka minä olen seisonut sinun edessäsi ja puhunut hyvää heidän puolestansa , kääntääkseni pois sinun vihasi heistä . ||| האם טוב לנקום ברשע כי חפרו לי בור ? זכור איך עמדתי לפניך ודיברתי להם טוב להסיט את חמתך מהם . 
Ja sano : Kuulkaa Herran sana , te Juudan kuninkaat ja Jerusalemin asukkaat : Näin sanoo Herra Sebaot , Israelin Jumala : Katso , minä annan sellaisen onnettomuuden kohdata tätä paikkaa , että jokaisen korvat soivat , joka sen kuulee , ||| ותאמר : שמעו דבר ה' מלכי יהודה ויושבי ירושלים כה אמר ה' צבאות אלוהי ישראל : הנה אני מביא אסון על המקום הזה , אשר אזני כל השומע . טַבַּעַת , 
Niin minä teen tälle paikalle , sanoo Herra , ja sen asukkaille : minä teen tämän kaupungin Toofetin kaltaiseksi . ||| כה אעשה למקום הזה , נאום ה' , וליושביו : אעשה את העיר הזאת כתופת . 
Ja minä annan kaikki tämän kaupungin rikkaudet , kaiken sen vaivannäön ja kaikki sen kalleudet , kaikki Juudan kuningasten aarteet minä annan heidän vihollistensa käsiin ; nämä ryöstävät ne ja ottavat ne ja vievät ne Baabeliin . ||| ונתתי את כל עושרה של העיר הזאת , את כל עמלה ואת כל יקריה , את כל אוצרות מלכי יהודה אתן ביד אויביהם ; אלה ישדדו אותם וייקחו אותם ויקחו אותם לבבל . 
Sinä olet taivutellut minua , Herra , ja minä olen taipunut ; sinä olet tarttunut minuun ja voittanut . Minä olen ollut nauruna pitkin päivää , kaikki pilkkaavat minua . ||| שכנעת אותי , אדוני , ונכנעתי ; תפסת אותי וניצחת . צחקו עלי כל היום , כולם צוחקים עליי . 
Sillä niin usein kuin minä puhun , täytyy minun parkua , huutaa väkivaltaa ja sortoa ; sillä Herran sana on tullut minulle häväistykseksi ja pilkaksi pitkin päivää . ||| כי כל פעם שאני מדבר , אני חייב לנבוח , לצעוק אלימות ודיכוי ; כי דבר ה' הפך לי לחימה וללעג כל היום . 
Käyköön sen miehen niinkuin niiden kaupunkien , jotka Herra kukisti armahtamatta . Hän kuulkoon huudon aamulla , sotahuudon keskipäivän aikana , ||| ילך האיש ההוא כמו הערים שהפיל ה' בלי רחמים . תן לו לשמוע את הבכי בבוקר , את זעקת המלחמה בצהריים , 
Sillä minä olen kääntänyt kasvoni tätä kaupunkia vastaan , sen onnettomuudeksi eikä onneksi , sanoo Herra ; Baabelin kuninkaan käsiin se annetaan , ja hän polttaa sen tulella . ||| כי הפניתי פני אל העיר הזאת , על פורענותה ולא על אושרה , נאום ה' ; יינתן ביד מלך בבל , והוא ישרף באש . 
sano : Kuule Herran sana , sinä Juudan kuningas , joka istut Daavidin valtaistuimella , sinä ja sinun palvelijasi ja kansasi , jotka käytte sisälle näistä porteista . ||| אמור : שמע את דבר ה' מלך יהודה היושב על כסא דוד , אתה ועבדיך ועמך הנכנסים בשערים האלה . 
Sillä näin sanoo Herra Juudan kuninkaan linnasta : Sinä olet minulle Gilead , olet Libanonin huippu ; mutta totisesti , minä teen sinut erämaaksi , asumattomiksi kaupungeiksi . ||| כי כך אומר ה' על טירת מלך יהודה : אתה לי גלעד , אתה ראש הלבנון ; אבל בוודאי אעשה אותך למדבר , ערים בלתי - מיושבות . 
Monet kansat kulkevat tämän kaupungin ohitse ja kysyvät toinen toiseltansa : ' Miksi on Herra tehnyt näin tälle suurelle kaupungille ? ' ||| עמים רבים עוברים על פני העיר הזו ושואלים זה את זה : 'מדוע עשה ה' זאת לעיר הגדולה הזאת ? '
Ja siihen vastataan : ' Siksi , että he hylkäsivät Herran , Jumalansa , liiton ja kumarsivat muita jumalia ja palvelivat niitä ' . ||| ונענה : 'כי דחו את ברית ה' אלוהיהם והשתחוו לאלים אחרים ועבדו אותם' . 
Siksikö sinä olet kuningas , että sinulla on into setripuuhun ? Eikö sinun isäsikin syönyt ja juonut ja kuitenkin ollut oikeuden ja vanhurskauden tekijä ? Ja silloin hänen kävi hyvin . ||| האם בגלל זה אתה מלך שיש לך תשוקה לארז ? הלא גם אביך אכל ושתה ועדיין היה עושה משפט וצדקה ? ואז הוא היה בסדר . 
Minä puhuin sinulle onnesi päivinä . Sinä vastasit : ' En tahdo kuulla ' . Tämä on ollut sinun tapasi nuoruudestasi asti : et ole kuullut minun ääntäni . ||| דיברתי איתך בימי אושרך . ענית : 'אני לא רוצה לשמוע' . זו הייתה דרכך מנעוריך : לא שמעת בקולי . 
Myrskytuuli on kaitseva kaikkia sinun kaitsijoitasi , ja sinun rakastajasi menevät vankeuteen ; silloin sinä saat häpeän ja pilkan kaiken pahuutesi tähden . ||| רוח הסערה תשמור על כל מגיניכם , ואוהביכם ילכו בשבי ; אז תתבייש ותלעג על כל רשעותך . 
Niin totta kuin minä elän , sanoo Herra : olkoon Konja , Joojakimin poika , Juudan kuningas , vaikka sinettisormus minun oikeassa kädessäni - siitäkin minä sinut repäisen irti . ||| באמת חי , אומר ה' : יהי קוניה בן יהויקים מלך יהודה , גם אם טבעת החותם על יד ימיני - גם מזה אקרע אותך . 
Maa , maa , maa ! Kuule Herran sana ! ||| אדמה , אדמה , אדמה ! שמע את דבר ה' ! 
" Voi paimenia , jotka hukuttavat ja hajottavat minun laitumeni lampaat , sanoo Herra . |||  " אוי לרועים הטובעים ומפזרים את צאן מרעה שלי , אומר ה' . 
vaan : ' Niin totta kuin Herra elää , joka johdatti ja toi Israelin heimon jälkeläiset pohjoisesta maasta ja kaikista muista maista , joihin minä olin heidät karkoittanut ' . Ja niin he saavat asua omassa maassansa . " ||| אלא : 'חי ה' אשר הנהיג והביא את צאצאי שבט ישראל מארץ הצפון ומכל שאר הארצות אשר גירשתי אותם' . וכך הם זוכים לחיות במדינה משלהם . " 
Mutta Jerusalemin profeetoissa minä olen nähnyt kauhistuksia : aviorikosta ja valheessa vaeltamista ; he vahvistavat pahantekijäin käsiä , niin ettei kukaan käänny pois pahuudestansa . He ovat minun edessäni kaikki kuin Sodoma , ja kaupungin asukkaat kuin Gomorra . ||| אבל בנביאי ירושלים ראיתי תועבות : ניאוף והליכה בשקר ; הם מחזקים ידי רשעים , לבל ישוב איש מרשעותו . כולם לפניי כסדום , ותושבי העיר כעמורה . 
Mutta kuka on seisonut Herran neuvottelussa ja nähnyt ja kuullut hänen sanansa ? Kuka on tarkannut ja kuullut hänen sanansa ? " ||| אבל מי עמד בהתייעצות ה' וראה ושמע את דבריו ? מי התבונן ושמע את דבריו ? " 
Saattaako joku niin piiloon piiloutua , etten minä häntä näe ? sanoo Herra . Enkö minä täytä taivasta ja maata ? sanoo Herra . ||| האם מישהו יכול להיות כל כך מוסתר שאני לא יכול לראות אותו ? אומר ה' . האם אני לא ממלא שמים וארץ ? אומר ה' . 
Se profeetta , jolla on uni , kertokoon unensa ; mutta se , jolla on minun sanani , puhukoon minun sanani uskollisesti . Mitä tekevät oljet jyvien seassa ? sanoo Herra . ||| יאמר הנביא בעל חלום את חלומו ; אבל מי שיש לו דברי , יאמר דברי נאמנה . מה עושים הקשיות בין הדגנים ? אומר ה' . 
Eikö minun sanani ole niinkuin tuli , sanoo Herra , ja niinkuin vasara , joka kallion murtaa ? ||| האין דברי כאש , נאום ה' , וכמו פטיש שובר סלע ? 
Näin sanokaa keskenänne , toinen toisellenne : ' Mitä on Herra vastannut ? ' ja ' Mitä on Herra puhunut ? ' ||| אמרו זאת ביניכם אחד לשני : 'מה ענה ה' ? 'ו'מה דיבר ה' ? '
Näin sano profeetalle : ' Mitä on Herra sinulle vastannut ? Mitä on Herra puhunut ? ' ||| אמור זאת לנביא : 'מה ענה לך ה' ? מה ה' דיבר ? '
Mutta jos te sanotte : ' Herran kuorma ' , silloin Herra sanoo näin : Koska te sanotte tämän sanan : ' Herran kuorma ' , vaikka minä olen lähettänyt teidän tykönne sanomaan : Älkää sanoko : ' Herran kuorma ' , ||| אבל אם תאמר : 'משא ה'' , אז ה' אומר כך : כי אתה אומר את המילה הזאת : 'משא ה'' , אף על פי ששלחתי אליך לומר : אל תאמר : 'משא ה' . אדוני' , 
Minä teen heidät kauhistukseksi ja onnettomuudeksi kaikille valtakunnille maan päällä , häväistykseksi ja sananparreksi , pistopuheeksi ja kiroussanaksi kaikissa paikoissa , mihin minä heidät karkoitan . ||| אעשה אותם תועבה ופורענות לכל ממלכות הארץ , חרפה ולשון הרע , לשון הרע וקללה , בכל המקומות שבהם אני נוהג אותם . 
Ja minä lähetän heidän sekaansa miekan , nälän ja ruton , kunnes he ovat hävinneet siitä maasta , jonka minä olen antanut heille ja heidän isillensä . " ||| ואשלח בתוכם חרב , רעב ומגפה , עד אשר יאבדו מן הארץ אשר נתתי להם ולאבותיהם . " 
Joosian , Aamonin pojan , Juudan kuninkaan , kolmannestatoista vuodesta alkaen tähän päivään saakka - kaksikymmentä kolme vuotta - on Herran sana tullut minulle , ja minä olen teille puhunut varhaisesta alkaen , mutta te ette ole kuulleet . ||| משנת השלוש עשרה לאשיהו בן אמון מלך יהודה ועד היום הזה - עשרים ושלוש שנים - בא אלי דבר ה' ודיברתי אליכם מראשית ולא שמעתם . . 
Älkää seuratko muita jumalia , älkää palvelko ja kumartako niitä älkääkä vihoittako minua kättenne töillä , etten tuottaisi teille onnettomuutta . " - ||| אל תלך אחרי אלוהים אחרים , אל תעבוד ותשתחווה להם ואל תכעסי אותי במעשי ידיך , פן אביא לך אסון . " - 
Minä hävitän heidän keskuudestaan riemun ja ilon huudon , huudon yljälle ja huudon morsiamelle , käsikivien äänen ja lampun valon . ||| אשמיד מתוכם את זעקת השמחה והשמחה , את זעקת ההר ואת הזעקה אל הכלה , את קול אבני היד ואת אור המנורה . 
Niin koko tämä maa tulee raunioiksi , autioksi , ja nämä kansat palvelevat Baabelin kuningasta seitsemänkymmentä vuotta . ||| אז כל הארץ הזאת תהפוך לחורבות , לשממה , והגוים האלה ישרתו את מלך בבל שבעים שנה . 
He juovat ja horjuvat ja tulevat mielettömiksi miekan edessä , jonka minä lähetän heidän keskellensä . " ||| הם ישתו ויתנודדו וישתגעו לפני החרב אשר אשלח בתוכם . " 
Ja minä otin maljan Herran kädestä ja juotin kaikkia kansoja , joiden tykö Herra minut lähetti : ||| ולקחתי את הכוס מיד ה' ושתיתי את כל הגויים אשר שלחני ה' . 
faraota , Egyptin kuningasta , ja hänen palvelijoitansa ja ruhtinaitansa ja koko hänen kansaansa ; ||| פרעה מלך מצרים ועבדיו ושריו וכל עמו ; 
kaikkea sekakansaa ja kaikkia Uusin maan kuninkaita ja kaikkia filistealaisten maan kuninkaita ja Askelonia ja Gassaa ja Ekronia ja Asdodin tähteitä ; ||| כל העם המעורב וכל מלכי ארץ ניו וכל מלכי ארץ פלשתים ואשקלון ועזה ועקרון ושאריות אשדוד ; 
kaikkia Tyyron kuninkaita ja kaikkia Siidonin kuninkaita ja rantamaan kuninkaita , jotka ovat meren tuolla puolen ; ||| כל מלכי צור וכל מלכי צידון ומלכי החוף אשר מעבר לים ; 
kaikkia Arabian kuninkaita ja kaikkia sekakansan kuninkaita , jotka asuvat erämaassa ; ||| כל מלכי ערב וכל מלכי העם המעורב היושבים במדבר ; 
kaikkia Simrin kuninkaita ja kaikkia Eelamin kuninkaita ja kaikkia Meedian kuninkaita ; ||| כל מלכי זמרי וכל מלכי עילם וכל מלכי מדי ; 
kaikkia pohjanpuolen kuninkaita , läheisiä ja kaukaisia , toista toisensa jälkeen , ja kaikkia maan valtakuntia , mitä maan päällä on . Ja heidän jälkeensä on Seesakin kuningas juova . ||| כל מלכי הצפון , קרוב ורחוק , בזה אחר זה , וכל ממלכות הארץ אשר על הארץ . ואחריהם מלך ששוק שותה . 
Hän on lähtenyt niinkuin nuori leijona pensaikostaan : heidän maansa on tullut autioksi hävittäjän vihan hehkusta , Herran vihan hehkusta . " ||| הוא יצא כאריה צעיר מעבבו : ארצם נעשתה שוממה בגלל חמת המשחית , בגלל חמת ה' . " 
Joojakimin , Joosian pojan , Juudan kuninkaan , hallituksen alussa tuli Herralta tämä sana : ||| בראשית מלכות יהויקים בן יאשיהו מלך יהודה בא הדבר הזה מאת ה' : 
niin minä teen tälle temppelille niinkuin Siilolle , ja minä teen tämän kaupungin kiroussanaksi kaikille maan kansoille . " ||| כך אעשה למקדש הזה כמו לשילה , ואעשה את העיר הזאת לקללה לכל עמי הארץ . " 
Ja papit ja profeetat ja koko kansa kuulivat Jeremian puhuvan nämä sanat Herran temppelissä . ||| ושמעו הכהנים והנביאים וכל העם את ירמיהו מדבר את הדברים האלה בהיכל ה' . 
Miksi olet ennustanut Herran nimessä sanoen : Tälle temppelille on käyvä niinkuin Siilolle , ja tämä kaupunki on tuleva raunioiksi , asujattomaksi ? " Ja kaikki kansa kokoontui Jeremiaa vastaan Herran temppelissä . ||| למה התנבאת בשם ה' לאמר : למקדש הזה יקרה כמו לשילה , והעיר הזאת תהפוך לחורבות , לבלתי מיושבת ? " ויאסף כל העם על ירמיהו בהיכל ה' . 
